#-------------------------------------------
# Food Diary Report - Detailed Report,"Friday, May 1, 2020","Sunday, May 31, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,1509,62.06,173.8,68.17
Breakfast,227,8.43,29.86,8.48
Lunch,337,13.31,37.92,16.43
Dinner,734,30.8,80.92,35.89
Snacks/Other,211,9.52,25.1,7.38

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)

"Friday, May 1, 2020",2042,109.26,37.877,167.29,44.8,8.3,107.49,2851.8,562.56,2996.23
 Breakfast,416,22.83,11.246,27.53,2,2.82,24.61,486.7,455.42,532
  Coffee,7,0.14,0.014,0.28,0,0,0.85,14,0,334
   3 mugs (8 fl oz)
  English Muffin,132,0.98,0.425,25.62,2,2.05,5.14,246,0,63
   1 muffin
  Butter,36,4.06,2.568,0,0,0,0.04,1,11,1
"   1 pat (1"" sq, 1/3"" high)"
  Egg,147,9.94,3.099,0.77,0,0.77,12.58,140,423,134
   2 large
  Trader Joe's Gruyere Cheese,94,7.71,5.14,0.86,0,0,6,85.7,21.42,
   24 g
 Lunch,63,5.36,0.365,2.49,1.07,0.36,2.14,40.92,0,162.97
  Kirkland Signature Dry Roasted Almonds,61,5.36,0.36,1.78,1.07,0.36,2.14,33.92,0,74.97
   10 g
  Tea (Brewed),2,0,0.005,0.71,0,0,0,7,0,88
   1 cup (8 fl oz)
 Dinner,1563,81.07,26.266,137.27,41.73,5.12,80.74,2324.18,107.14,2301.26
  Bush's Best Cannellini Beans,654,0,0,124.22,39.23,0,45.77,1765.26,0,1765.26
   850 g
  Mozzarella Fresca 100% Natural Fresh Mozzarella,375,26.78,18.75,0,0,0,32.14,508.92,107.14,
   150 g
  Olive Oil,477,54,7.456,0,0,0,0,1,0,1
   4 tbsps
  Tomato Paste,39,0.23,0.048,9.08,2.2,5,2.07,47,0,487
   3 tbsps
  Garlic,18,0.06,0.012,3.97,0.3,0.12,0.76,2,0,48
   4 cloves
 Snacks/Other,,,,,,,,,,

"Saturday, May 2, 2020",901,44.49,13.745,91.38,10.56,11.36,34.58,1330.62,458,641
 Breakfast,,,,,,,,,,
 Lunch,533,28.52,9.113,45.17,5.66,4.32,24.05,858.62,444,357
  Lantana Yellow Lentil Hummus,86,5.72,,7.14,2.86,1.43,2.86,178.62,0,
   40 g
  Celery,6,0.07,0.017,1.19,0.6,0.73,0.28,32,0,104
   1 stalk medium (7-1/2" - 8" long)
  Cheddar Cheese,40,3.31,2.109,0.13,0,0.05,2.49,62,10,10
   10 g
  Flour Tortilla,218,5.42,1.32,35.94,2.2,1.34,5.8,445,0,108
   1 large (approx 10" dia)
  Egg,147,9.94,3.099,0.77,0,0.77,12.58,140,423,134
   2 large
  Butter,36,4.06,2.568,0,0,0,0.04,1,11,1
"   1 pat (1"" sq, 1/3"" high)"
 Dinner,368,15.97,4.632,46.21,4.9,7.04,10.53,472,14,284
  Flour Tortilla,218,5.42,1.32,35.94,2.2,1.34,5.8,445,0,108
   1 large (approx 10" dia)
  Ricotta Cheese (Whole Milk),49,3.68,2.352,0.86,0,0.08,3.19,24,14,30
   1 oz
  Olive Oil,60,6.75,0.932,0,0,0,0,0,0,0
   1/2 tbsp
  Tomatoes,11,0.12,0.028,2.41,0.7,1.62,0.54,3,0,146
   1/2 medium whole (2-3/5" dia)
  Tanimura & Antle Bell Peppers,30,0,0,7,2,4,1,0,0,
   1 medium pepper
 Snacks/Other,,,,,,,,,,

"Sunday, May 3, 2020",1501,96.66,15.468,100.17,17.19,14.02,63.1,1139,73,1751.8
 Breakfast,,,,,,,,,,
 Lunch,,,,,,,,,,
 Dinner,965,57.1,8.327,69.16,11.06,10.92,42,1073,63,1242
  Soy Sauce,8,0.01,0.001,1.22,0.1,0.27,1,902,0,35
   1 tbsp
  Dynasty Sesame Seed Oil,65,7,1,0,0,0,0,0,0,
"   1/2  x 1 tbsp, 7 g"
  Bob's Red Mill Potato Starch,20,0,0,5,3.5,0,0,0,0,
"   1/2  x 1 tbsp, 6 g"
  Peanut Oil,60,6.75,1.141,0,0,0,0,0,0,
   1/2 tbsp
  Red Onions,12,0.02,0.007,2.78,0.4,1.18,0.25,1,0,
   1/4 medium
  Carrots,25,0.15,0.023,5.84,1.7,2.77,0.57,42,0,195
   1 medium
  Celery,3,0.03,0.009,0.59,0.3,0.37,0.14,16,0,52
   1/2 stalk medium (7-1/2" - 8" long)
  Sweet Red Peppers,31,0.36,0.07,7.18,2.4,5,1.18,2,0,251
"   1 medium (approx 2-3/4"" long, 2-1/2"" dia)"
  Blue Diamond White Rice,213,0,,46.55,2.66,1.33,3.99,,,
"   1 1/3  x 1/4 cup, 60 g"
  Olive Oil,358,40.5,5.592,0,0,0,0,1,0,0
   3 tbsps
  Snapper (Fish) (Mixed Species),170,2.28,0.484,0,0,0,34.87,109,63,709
   6 oz
 Snacks/Other,536,39.56,7.141,31.01,6.13,3.1,21.1,66,10,509.8
  Simple Truth Organic Jasmine Rice,69,0,0,15.18,0.33,0,1.32,0,0,19.8
"   1/3  x 1 cup, 47 g"
  Cheddar Cheese,40,3.31,2.109,0.13,0,0.05,2.49,62,10,10
   10 g
  Dry Roasted Peanuts (Without Salt),427,36.25,5.032,15.7,5.8,3.05,17.29,4,0,480
   1/2 cup

"Monday, May 4, 2020",953,17.28,3.07,143.59,11.6,24.32,53.36,2414,234,1029
 Breakfast,7,0.14,0.014,0.28,0,0,0.85,14,0,334
  Coffee,7,0.14,0.014,0.28,0,0,0.85,14,0,334
   3 mugs (8 fl oz)
 Lunch,,,,,,,,,,
 Dinner,703,15.34,2.73,92.51,4.3,7.76,45.09,1922,234,380
  Shrimp,164,2.67,0.507,1.41,0,0,31.34,696,234,200
"   8 oz, with shell raw (yield after cooking, shell removed)"
  Olive Oil,60,6.75,0.932,0,0,0,0,0,0,0
   1/2 tbsp
  Bread,479,5.92,1.291,91.1,4.3,7.76,13.75,1226,0,180
   180 g
 Snacks/Other,243,1.8,0.326,50.8,7.3,16.56,7.42,478,0,315
  Bread,106,1.32,0.287,20.24,1,1.72,3.06,272,0,40
   40 g
  Goya Black Beans,65,0.25,0,11.5,3,0.5,4,205,0,275
"   1/2  x 1/2 cup, 61 g"
  Granny Smith Apples,72,0.23,0.039,19.06,3.3,14.34,0.36,1,0,
   1 medium (2-3/4" dia)

"Tuesday, May 5, 2020",1110,47.34,19.959,101.4,21,21.94,72.62,2415,366,865
 Breakfast,,,,,,,,,,
 Lunch,682,35.38,14.964,59.39,16,4.14,33.17,1392,268,355
  Olive Oil,90,10.12,1.398,0,0,0,0,0,0,0
   3/4 tbsp
  Tomato Paste,13,0.08,0.016,3.03,0.7,1.67,0.69,16,0,162
   1 tbsp
  Garlic,7,0.02,0.004,1.49,0.1,0.04,0.29,1,0,18
   1 1/2 cloves
  Black Beans (Canned),182,0.58,0.15,33.12,13.8,,12.06,768,0,
   7 oz
  Egg,74,4.97,1.55,0.38,0,0.38,6.29,70,212,67
   1 large
  Butter,36,4.06,2.568,0,0,0,0.04,1,11,1
"   1 pat (1"" sq, 1/3"" high)"
  Cheddar Cheese,171,14.09,8.969,0.54,0,0.22,10.59,264,45,42
   1 1/2 oz
  Bread,106,1.32,0.287,20.24,1,1.72,3.06,272,0,40
   40 g
  Paprika,3,0.14,0.022,0.59,0.4,0.11,0.15,0,0,25
   1/2 tsp
 Dinner,356,11.73,4.956,22.95,1.7,3.46,39.09,1022,98,362
  Bread,106,1.32,0.287,20.24,1,1.72,3.06,272,0,40
   40 g
  Cheddar Cheese,89,7.29,4.64,0.28,0,0.11,5.48,137,23,22
   22 g
  Grape Tomatoes,11,0.12,0.029,2.43,0.7,1.63,0.55,3,0,
   62 g
  Great Value Canned Tuna in Water,150,3,0,0,0,0,30,540,75,300
"   3  x 1/4 cup, 6 oz"
  Tabasco Original Pepper Sauce,0,0,0,0,0,0,0,70,0,0
"   2  x 1 tsp, 10 ml"
 Snacks/Other,72,0.23,0.039,19.06,3.3,14.34,0.36,1,0,148
  Granny Smith Apples,72,0.23,0.039,19.06,3.3,14.34,0.36,1,0,148
   1 medium (2-3/4" dia)

"Wednesday, May 6, 2020",1584,71.92,27.788,192.38,17.4,16.01,49.6,968,160,1793
 Breakfast,,,,,,,,,,
 Lunch,266,3.29,0.717,50.61,2.4,4.31,7.64,681,0,100
  Bread,266,3.29,0.717,50.61,2.4,4.31,7.64,681,0,100
   100 g
 Dinner,806,45.94,20.621,80.43,10.5,7.79,24.91,194.5,118.5,1222
  Heavy Cream,154,16.54,10.295,1.25,0,0.05,0.92,17,61,34
   3 tbsps
  White Flour,14,0.04,0.006,2.98,0.1,0.01,0.4,0,0,4
   1/2 tbsp
  Butter,51,5.76,3.647,0,0,0,0.06,1,15,2
   1/2 tbsp
  Broccoli,77,0.84,0.088,15.06,5.9,3.86,6.4,75,0,717
   8 oz
  Al Dente Golden Egg Pappardelle Noodles,285,1.5,0,55.5,3,1.5,10.5,7.5,22.5,
"   1 1/2  x 1 1/2 cups, 3 oz"
  Butter,51,5.76,3.647,0,0,0,0.06,1,15,2
   1/2 tbsp
  Olive Oil,119,13.5,1.864,0,0,0,0,0,0,0
   1 tbsp
  Mushrooms,31,0.48,0.071,4.65,1.4,2.34,4.38,7,0,451
   5 oz
  Garlic,4,0.02,0.003,0.99,0.1,0.03,0.19,1,0,12
   1 clove
  Great Value 100% Parmesan Grated Cheese,20,1.5,1,0,0,0,2,85,5,0
"   1 tbsp, 5 g"
 Snacks/Other,512,22.69,6.45,61.34,4.5,3.91,17.05,92.5,41.5,471
  Al Dente Golden Egg Pappardelle Noodles,285,1.5,0,55.5,3,1.5,10.5,7.5,22.5,
"   1 1/2  x 1 1/2 cups, 3 oz"
  Butter,51,5.76,3.647,0,0,0,0.06,1,15,2
   1/2 tbsp
  Olive Oil,119,13.5,1.864,0,0,0,0,0,0,0
   1 tbsp
  Mushrooms,31,0.48,0.071,4.65,1.4,2.34,4.38,7,0,451
   5 oz
  Garlic,4,0.02,0.003,0.99,0.1,0.03,0.19,1,0,12
   1 clove
  Parmesan Cheese (Grated),22,1.43,0.865,0.2,0,0.04,1.92,76,4,6
   5 g

"Thursday, May 7, 2020",1827,53.19,14.48,270.41,23.7,63.03,63.27,4098,110,2798
 Breakfast,113,1.46,0.301,20.52,1,1.72,3.91,286,0,374
  Bread,106,1.32,0.287,20.24,1,1.72,3.06,272,0,40
   40 g
  Coffee,7,0.14,0.014,0.28,0,0,0.85,14,0,334
   3 mugs (8 fl oz)
 Lunch,709,14.39,4.104,111.66,5,24.37,28.19,1520,77,1052
  Trader Joe's Egg Pappardelle Pasta,440,3,0,82,4,2,16,20,60,
"   2  x 1/4 bag, 4 oz"
  Parmesan Cheese (Grated),82,5.44,3.287,0.77,0,0.17,7.31,291,17,24
   19 g
  Spaghetti/Marinara Pasta Sauce,185,5.95,0.812,28.18,1,22.2,4.88,1202,0,940
   1 cup
  Tea (Brewed),2,0,0.005,0.71,0,0,0,7,0,88
   1 cup (8 fl oz)
 Dinner,665,28.37,8.645,83.86,10.3,20.35,22.59,943,33,1312
  Olive Oil,119,13.5,1.864,0,0,0,0,0,0,0
   1 tbsp
  Bread,319,3.95,0.86,60.73,2.9,5.17,9.17,817,0,120
   120 g
  Cherry Tomatoes,54,0.6,0.137,11.68,3.6,7.84,2.62,15,0,706
   2 cups
  Gruyere Cheese,124,9.7,5.674,0.11,0,0.11,8.94,101,33,24
   30 g
  Jalapeno Peppers,8,0.17,0.017,1.65,0.8,0.97,0.38,0,0,60
   2 peppers
