date,start,finish,state
"2020-07-23",25020,25380,"light"
"2020-07-23",25380,27120,"deep"
"2020-07-23",27120,27600,"light"
"2020-07-23",27600,29190,"deep"
"2020-07-23",29190,30570,"rem"
"2020-07-23",30570,31140,"light"
"2020-07-23",31140,31470,"rem"
"2020-07-23",31470,33150,"light"
"2020-07-23",33150,33720,"wake"
"2020-07-23",33720,34050,"light"
"2020-07-23",34050,34860,"rem"
"2020-07-23",34860,35370,"light"
"2020-07-23",35370,35820,"wake"
"2020-07-23",35820,36090,"light"
"2020-07-23",36090,37320,"rem"
"2020-07-23",37320,39810,"light"
"2020-07-23",39810,40770,"rem"
"2020-07-24",20280,20310,"wake"
"2020-07-24",20310,20520,"light"
"2020-07-24",20520,20730,"wake"
"2020-07-24",20730,22050,"light"
"2020-07-24",22050,25620,"deep"
"2020-07-24",25620,25650,"light"
"2020-07-24",25650,26130,"wake"
"2020-07-24",26130,28860,"light"
"2020-07-24",28860,29670,"deep"
"2020-07-24",29670,32040,"light"
"2020-07-24",32040,33090,"rem"
"2020-07-24",33090,33450,"wake"
"2020-07-24",33450,36750,"light"
"2020-07-24",36750,37830,"rem"
"2020-07-24",37830,38340,"wake"
"2020-07-24",38340,40140,"light"
"2020-07-24",40140,40920,"wake"
"2020-07-24",40920,42060,"light"
"2020-07-24",42060,42360,"rem"
"2020-07-24",42360,42660,"light"
"2020-07-24",42660,43620,"wake"
"2020-07-24",43620,43680,"light"
"2020-07-24",43680,45090,"rem"
"2020-07-24",45090,45750,"wake"
"2020-07-24",45750,47580,"light"
"2020-07-24",47580,49380,"rem"
"2020-07-24",65250,65310,"restless"
"2020-07-24",65310,65370,"asleep"
"2020-07-24",65370,65490,"restless"
"2020-07-24",65490,65610,"asleep"
"2020-07-24",65610,65670,"restless"
"2020-07-24",65670,67470,"asleep"
"2020-07-24",67470,67530,"restless"
"2020-07-24",67530,72210,"asleep"
"2020-07-24",72210,72450,"restless"
"2020-07-24",72450,73110,"awake"
"2020-07-25",17400,17430,"wake"
"2020-07-25",17430,19050,"light"
"2020-07-25",19050,19260,"wake"
"2020-07-25",19260,19680,"light"
"2020-07-25",19680,19980,"wake"
"2020-07-25",19980,21090,"light"
"2020-07-25",21090,21570,"rem"
"2020-07-25",21570,22320,"light"
"2020-07-25",22320,25080,"rem"
"2020-07-25",25080,26820,"wake"
"2020-07-25",26820,28320,"light"
"2020-07-25",28320,28770,"deep"
"2020-07-25",28770,29700,"wake"
"2020-07-25",29700,29940,"light"
"2020-07-25",29940,30180,"wake"
"2020-07-25",30180,30270,"light"
"2020-07-25",30270,30510,"wake"
"2020-07-25",30510,32640,"light"
"2020-07-25",32640,33960,"rem"
"2020-07-25",33960,35430,"wake"
"2020-07-25",35430,38190,"light"
"2020-07-25",38190,39480,"deep"
"2020-07-25",39480,42570,"light"
"2020-07-25",42570,45810,"rem"
"2020-07-25",45810,48180,"light"
"2020-07-26",20670,21060,"wake"
"2020-07-26",21060,25710,"light"
"2020-07-26",25710,26910,"wake"
"2020-07-26",26910,29760,"deep"
"2020-07-26",29760,30840,"wake"
"2020-07-26",30840,33300,"light"
"2020-07-26",33300,33600,"rem"
"2020-07-26",33600,33960,"light"
"2020-07-26",33960,34980,"rem"
"2020-07-26",34980,37110,"light"
"2020-07-26",37110,37710,"wake"
"2020-07-26",37710,39540,"light"
"2020-07-26",39540,41100,"deep"
"2020-07-26",41100,43380,"light"
"2020-07-26",43380,44130,"rem"
"2020-07-26",44130,44430,"wake"
"2020-07-26",44430,44910,"rem"
"2020-07-26",76050,76380,"wake"
"2020-07-26",76380,76500,"light"
"2020-07-26",76500,76800,"wake"
"2020-07-26",76800,79710,"light"
"2020-07-26",79710,80520,"wake"
"2020-07-26",80520,80850,"light"
"2020-07-26",80850,81270,"wake"
"2020-07-26",81270,82050,"light"
"2020-07-26",82050,82410,"wake"
"2020-07-26",82410,85680,"light"
"2020-07-26",85680,85980,"deep"
"2020-07-26",85980,86400,"light"
"2020-07-27",0,630,"light"
"2020-07-27",630,1650,"rem"
"2020-07-27",1650,2430,"light"
"2020-07-27",2430,3960,"deep"
"2020-07-27",3960,6480,"wake"
"2020-07-27",6480,7620,"light"
"2020-07-27",7620,8070,"deep"
"2020-07-27",8070,11700,"light"
"2020-07-27",11700,12000,"deep"
"2020-07-27",12000,12690,"light"
"2020-07-27",12690,13080,"deep"
"2020-07-27",13080,15570,"light"
"2020-07-27",15570,16680,"wake"
"2020-07-27",16680,17160,"rem"
"2020-07-27",17160,17730,"wake"
"2020-07-27",17730,17910,"light"
"2020-07-27",17910,18810,"wake"
"2020-07-27",18810,19350,"light"
"2020-07-27",19350,19710,"deep"
"2020-07-27",19710,20370,"light"
"2020-07-27",20370,20790,"deep"
"2020-07-27",20790,23670,"light"
"2020-07-27",23670,24870,"rem"
"2020-07-27",24870,26490,"wake"
"2020-07-27",26490,28110,"light"
"2020-07-27",28110,28470,"deep"
"2020-07-27",28470,30480,"light"
"2020-07-27",30480,32340,"deep"
"2020-07-27",32340,34230,"light"
"2020-07-27",34230,35910,"deep"
"2020-07-27",35910,37650,"light"
"2020-07-27",37650,40950,"rem"
"2020-07-27",40950,41340,"light"
"2020-07-27",41340,45120,"rem"
"2020-07-28",5340,5520,"asleep"
"2020-07-28",5520,5640,"restless"
"2020-07-28",5640,7080,"asleep"
"2020-07-28",7080,7260,"restless"
"2020-07-28",7260,9420,"asleep"
"2020-07-28",9420,9600,"restless"
"2020-07-28",9600,10140,"asleep"
"2020-07-28",10140,10320,"restless"
"2020-07-28",10320,10380,"asleep"
"2020-07-28",48030,48810,"restless"
"2020-07-28",48810,50070,"asleep"
"2020-07-28",50070,50190,"restless"
"2020-07-28",50190,50970,"asleep"
"2020-07-28",50970,51330,"restless"
"2020-07-28",51330,53190,"asleep"
"2020-07-28",53190,53430,"restless"
"2020-07-28",53430,53910,"asleep"
"2020-07-28",53910,53970,"restless"
"2020-07-28",81930,82170,"light"
"2020-07-28",81930,82170,"light"
"2020-07-28",82170,86400,"deep"
"2020-07-28",82170,86400,"deep"
"2020-07-29",0,240,"deep"
"2020-07-29",0,240,"deep"
"2020-07-29",240,4110,"light"
"2020-07-29",240,4110,"light"
"2020-07-29",4110,4500,"rem"
"2020-07-29",4110,4500,"rem"
"2020-07-29",4500,5220,"light"
"2020-07-29",4500,5220,"light"
"2020-07-29",5220,5610,"rem"
"2020-07-29",5220,5610,"rem"
"2020-07-29",5610,6060,"light"
"2020-07-29",5610,6060,"light"
"2020-07-29",6060,6450,"rem"
"2020-07-29",6060,6450,"rem"
"2020-07-29",6450,8940,"light"
"2020-07-29",6450,8940,"light"
"2020-07-29",8940,9240,"rem"
"2020-07-29",8940,9240,"rem"
"2020-07-29",9240,9660,"wake"
"2020-07-29",9240,9660,"wake"
"2020-07-29",9660,10200,"light"
"2020-07-29",9660,10200,"light"
"2020-07-29",10200,10710,"wake"
"2020-07-29",10200,10710,"wake"
"2020-07-29",85770,85830,"asleep"
"2020-07-29",85830,86190,"restless"
"2020-07-29",86190,86400,"asleep"
"2020-07-30",0,3090,"asleep"
"2020-08-01",2670,2700,"wake"
"2020-08-01",2700,4860,"light"
"2020-08-01",4860,5190,"wake"
"2020-08-01",5190,5580,"light"
"2020-08-01",5580,7290,"deep"
"2020-08-01",7290,7710,"wake"
"2020-08-01",7710,7920,"light"
"2020-08-01",7920,8220,"wake"
"2020-08-01",8220,9450,"light"
"2020-08-01",9450,10950,"rem"
"2020-08-01",10950,12300,"light"
"2020-08-01",12300,14220,"wake"
"2020-08-01",14220,14700,"light"
"2020-08-01",14700,15120,"rem"
"2020-08-01",15120,15630,"light"
"2020-08-01",15630,15900,"rem"
"2020-08-01",15900,17700,"light"
"2020-08-01",17700,18330,"rem"
"2020-08-01",18330,18750,"light"
"2020-08-01",18750,19980,"wake"
"2020-08-01",19980,24780,"light"
"2020-08-01",24780,28740,"rem"
"2020-08-01",28740,31530,"light"
"2020-08-01",36000,37920,"asleep"
"2020-08-01",37920,38160,"restless"
"2020-08-01",38160,38280,"awake"
"2020-08-01",38280,38340,"restless"
"2020-08-01",38340,43860,"asleep"
"2020-08-01",80340,80400,"asleep"
"2020-08-01",80400,80460,"restless"
"2020-08-01",80460,80580,"awake"
"2020-08-01",80580,80700,"restless"
"2020-08-01",80700,81180,"asleep"
"2020-08-01",81180,81240,"restless"
"2020-08-01",81240,81360,"asleep"
"2020-08-01",81360,81540,"restless"
"2020-08-01",81540,82080,"asleep"
"2020-08-01",82080,82260,"restless"
"2020-08-01",82260,82380,"asleep"
"2020-08-01",82380,82440,"awake"
"2020-08-01",82440,82560,"restless"
"2020-08-01",82560,82860,"asleep"
"2020-08-01",82860,83040,"restless"
"2020-08-01",83040,83760,"asleep"
"2020-08-01",83760,83880,"awake"
"2020-08-01",83880,83940,"restless"
"2020-08-01",83940,84000,"asleep"
"2020-08-01",84000,84120,"restless"
"2020-08-01",84120,84720,"asleep"
"2020-08-01",84720,84840,"restless"
"2020-08-02",10710,10890,"light"
"2020-08-02",10890,11640,"deep"
"2020-08-02",11640,11970,"light"
"2020-08-02",11970,14970,"deep"
"2020-08-02",14970,15930,"light"
"2020-08-02",15930,16320,"deep"
"2020-08-02",16320,20250,"light"
"2020-08-02",20250,21450,"rem"
"2020-08-02",21450,23010,"wake"
"2020-08-02",23010,23700,"light"
"2020-08-02",23700,24060,"wake"
"2020-08-02",24060,27450,"light"
"2020-08-02",27450,28350,"rem"
"2020-08-02",28350,32070,"light"
"2020-08-02",32070,33480,"wake"
"2020-08-02",33480,37770,"light"
"2020-08-02",37770,38220,"wake"
"2020-08-02",38220,38370,"light"
"2020-08-02",38370,45930,"rem"
"2020-08-02",56250,56310,"asleep"
"2020-08-02",56310,56430,"restless"
"2020-08-02",56430,56490,"asleep"
"2020-08-02",56490,56610,"restless"
"2020-08-02",56610,58230,"asleep"
"2020-08-02",58230,58470,"restless"
"2020-08-02",58470,58770,"asleep"
"2020-08-02",58770,59190,"restless"
"2020-08-02",59190,59850,"asleep"
"2020-08-03",14670,14730,"wake"
"2020-08-03",14730,16410,"light"
"2020-08-03",16410,16710,"deep"
"2020-08-03",16710,17370,"light"
"2020-08-03",17370,17700,"deep"
"2020-08-03",17700,17850,"light"
"2020-08-03",17850,18180,"rem"
"2020-08-03",18180,18960,"light"
"2020-08-03",18960,20490,"rem"
"2020-08-03",20490,21690,"light"
"2020-08-03",21690,22260,"wake"
"2020-08-03",22260,25590,"light"
"2020-08-03",25590,27900,"rem"
"2020-08-03",27900,30090,"light"
"2020-08-03",30090,31890,"wake"
"2020-08-03",31890,32130,"light"
"2020-08-03",32130,32370,"wake"
"2020-08-03",32370,32610,"light"
"2020-08-03",32610,32820,"wake"
"2020-08-03",32820,33060,"light"
"2020-08-03",33060,33450,"wake"
"2020-08-03",33450,38730,"light"
"2020-08-04",3210,3630,"wake"
"2020-08-04",3630,8760,"light"
"2020-08-04",8760,9120,"wake"
"2020-08-04",9120,9690,"light"
"2020-08-04",9690,10290,"wake"
"2020-08-04",10290,10470,"light"
"2020-08-04",10470,12870,"rem"
"2020-08-04",12870,14400,"light"
"2020-08-04",14400,15360,"wake"
"2020-08-04",15360,16200,"light"
"2020-08-04",16200,16440,"wake"
"2020-08-04",16440,17280,"light"
"2020-08-04",17280,17670,"rem"
"2020-08-04",17670,19620,"light"
"2020-08-04",19620,21420,"deep"
"2020-08-04",21420,23220,"light"
"2020-08-04",23220,23430,"wake"
"2020-08-04",23430,24720,"light"
"2020-08-04",24720,25020,"rem"
"2020-08-04",25020,25050,"light"
"2020-08-04",25050,28950,"deep"
"2020-08-04",28950,29010,"light"
"2020-08-04",29010,29790,"wake"
"2020-08-04",29790,33240,"light"
"2020-08-04",46200,46380,"awake"
"2020-08-04",46380,48180,"asleep"
"2020-08-04",48180,48360,"restless"
"2020-08-04",48360,49500,"asleep"
"2020-08-04",49500,49800,"restless"
"2020-08-04",49800,50040,"asleep"
"2020-08-05",12000,12330,"wake"
"2020-08-05",12330,18390,"light"
"2020-08-05",18390,20070,"wake"
"2020-08-05",20070,21390,"light"
"2020-08-05",21390,21660,"wake"
"2020-08-05",21660,22110,"light"
"2020-08-05",22110,22380,"wake"
"2020-08-05",22380,27060,"light"
"2020-08-05",27060,28020,"deep"
"2020-08-05",28020,30360,"light"
"2020-08-05",30360,31290,"rem"
"2020-08-05",31290,31380,"light"
"2020-08-05",31380,32370,"wake"
"2020-08-05",32370,32610,"light"
"2020-08-05",32610,33060,"wake"
"2020-08-05",33060,33510,"light"
"2020-08-05",33510,34740,"rem"
"2020-08-05",34740,35760,"light"
"2020-08-05",35760,39000,"rem"
"2020-08-05",39000,39660,"wake"
"2020-08-05",39660,40950,"light"
"2020-08-06",8160,8400,"awake"
"2020-08-06",8400,8520,"restless"
"2020-08-06",8520,10440,"asleep"
"2020-08-06",10440,10560,"restless"
"2020-08-06",10560,10680,"asleep"
"2020-08-06",10680,10800,"restless"
"2020-08-06",10800,11940,"asleep"
"2020-08-06",11940,12000,"restless"
"2020-08-06",12000,13920,"asleep"
"2020-08-06",18480,19920,"asleep"
"2020-08-06",19920,19980,"restless"
"2020-08-06",19980,20520,"asleep"
"2020-08-06",20520,20580,"restless"
"2020-08-06",20580,23160,"asleep"
"2020-08-06",23160,23220,"restless"
"2020-08-06",23220,25200,"asleep"
"2020-08-06",30630,30690,"awake"
"2020-08-06",30690,30750,"restless"
"2020-08-06",30750,36090,"asleep"
"2020-08-07",16500,16680,"restless"
"2020-08-07",16680,16740,"asleep"
"2020-08-07",16740,16920,"restless"
"2020-08-07",16920,20100,"asleep"
"2020-08-07",37080,37140,"asleep"
"2020-08-07",37140,37560,"restless"
"2020-08-07",37560,37620,"asleep"
"2020-08-07",37620,37680,"restless"
"2020-08-07",37680,43920,"asleep"
"2020-08-09",19620,19800,"restless"
"2020-08-09",19800,19860,"asleep"
"2020-08-09",19860,19920,"restless"
"2020-08-09",19920,23640,"asleep"
"2020-08-10",13500,17880,"asleep"
"2020-08-10",23880,27600,"asleep"
"2020-08-10",82590,83190,"wake"
"2020-08-10",83190,84090,"light"
"2020-08-10",84090,84420,"wake"
"2020-08-10",84420,86400,"light"
"2020-08-11",0,1410,"light"
"2020-08-11",1410,1650,"wake"
"2020-08-11",1650,5010,"light"
"2020-08-11",5010,5280,"wake"
"2020-08-11",5280,8790,"light"
"2020-08-11",8790,9720,"wake"
"2020-08-11",9720,9960,"light"
"2020-08-11",9960,10770,"wake"
"2020-08-11",10770,10920,"light"
"2020-08-11",10920,11340,"wake"
"2020-08-11",11340,11940,"light"
"2020-08-11",11940,12240,"wake"
"2020-08-11",12240,15870,"light"
"2020-08-11",15870,16080,"wake"
"2020-08-11",16080,16410,"light"
"2020-08-11",16410,17700,"wake"
"2020-08-11",17700,17940,"light"
"2020-08-11",17940,18240,"wake"
"2020-08-11",18240,19410,"light"
"2020-08-11",19410,20370,"deep"
"2020-08-11",20370,20910,"light"
"2020-08-11",20910,23280,"rem"
"2020-08-11",23280,25380,"light"
"2020-08-11",25380,27360,"deep"
"2020-08-11",27360,30750,"rem"
"2020-08-11",30750,32970,"light"
"2020-08-11",32970,35610,"rem"
"2020-08-12",22800,22980,"awake"
"2020-08-12",22980,24000,"asleep"
"2020-08-12",24000,24060,"restless"
"2020-08-12",24060,24180,"asleep"
"2020-08-12",24180,24300,"restless"
"2020-08-12",24300,24420,"asleep"
"2020-08-12",24420,24600,"restless"
"2020-08-12",24600,27480,"asleep"
"2020-08-12",31200,31620,"wake"
"2020-08-12",31620,33690,"light"
"2020-08-12",33690,35460,"deep"
"2020-08-12",35460,36660,"light"
"2020-08-12",36660,36930,"rem"
"2020-08-12",36930,38760,"light"
"2020-08-12",38760,39090,"wake"
"2020-08-12",39090,41070,"light"
"2020-08-12",41070,42690,"rem"
"2020-08-12",67560,67620,"awake"
"2020-08-12",67620,67800,"restless"
"2020-08-12",67800,70920,"asleep"
"2020-08-12",70920,71040,"restless"
"2020-08-12",71040,72120,"asleep"
"2020-08-13",15060,16980,"light"
"2020-08-13",16980,17280,"wake"
"2020-08-13",17280,18420,"light"
"2020-08-13",18420,19500,"rem"
"2020-08-13",19500,19980,"light"
"2020-08-13",19980,21060,"wake"
"2020-08-13",21060,22650,"light"
"2020-08-13",22650,23100,"rem"
"2020-08-13",23100,25260,"light"
"2020-08-13",25260,26130,"deep"
"2020-08-13",85500,85680,"awake"
"2020-08-13",85680,86400,"asleep"
"2020-08-14",0,2460,"asleep"
"2020-08-14",2460,2760,"restless"
"2020-08-14",2760,2820,"asleep"
"2020-08-14",15420,16380,"asleep"
"2020-08-14",16380,16500,"restless"
"2020-08-14",16500,22500,"asleep"
"2020-08-14",27630,32100,"light"
"2020-08-14",32100,34500,"deep"
"2020-08-14",34500,34860,"rem"
"2020-08-14",34860,36150,"light"
"2020-08-14",36150,37020,"wake"
"2020-08-14",37020,38280,"light"
"2020-08-14",38280,38490,"wake"
"2020-08-14",38490,41250,"light"
"2020-08-15",27840,28740,"asleep"
"2020-08-15",28740,28800,"restless"
"2020-08-15",28800,33660,"asleep"
"2020-08-15",33660,33900,"restless"
"2020-08-15",33900,34020,"awake"
"2020-08-15",37800,37980,"awake"
"2020-08-15",37980,46500,"asleep"
"2020-08-15",62820,63000,"asleep"
"2020-08-15",63000,63060,"awake"
"2020-08-15",63060,63600,"asleep"
"2020-08-15",63600,63660,"restless"
"2020-08-15",63660,64140,"asleep"
